title,description,city,address,postal_code,start_date,content
Conte coréen à deux voix « Le dit du bon Heungbo et de son odieux frère Nolbo »,"Le dit du bon Heungbo et de son odieux frère _Nolbo_ est une fable où se mêlent le merveilleux et la satire sociale. Le bon Heungbo, chassé de son domicile par son odieux frère aîné, le richissime _Nolbo_, vit dans la misère avec sa femme et leurs nombreux enfants. Un jour, il secourt une hirondelle blessée, et, en récompense, le roi des hirondelles lui offre un pépin de courge aux pouvoirs extraordinaires. Ce don changera son destin, et celui de son frère, jusqu’à la réconciliation et le pardon final.

Cette représentation, qui mêle lecture, jeu d’acteur et musique _pansori_, offre une version originale de l’histoire du dit du bon _Heungbo_ et de son odieux frère _Nolbo_. L’orateur et traducteur Hervé Péjaudier et le comédien Benjamin Bertocchi entraînent petits et grands dans l’univers rocambolesque et symbolique de ce grand classique du folklore coréen. Leur traduction sur mesure et leur jeu qui rappelle _la commedia dell’arte_ donnent à cette fable comique une énergie nouvelle, où le merveilleux vient, _in extremis_, sauver la morale.",Paris,"20 Rue La Boétie, 75008 Paris",75008,2026-04-22 17:00:00+00:00,"Evenement : Conte coréen à deux voix « Le dit du bon Heungbo et de son odieux frère Nolbo ». Lieu : 20 Rue La Boétie, 75008 Paris, Paris. Date : 22/04/2026. Description : Le dit du bon Heungbo et de son odieux frère _Nolbo_ est une fable où se mêlent le merveilleux et la satire sociale. Le bon Heungbo, chassé de son domicile par son odieux frère aîné, le richissime _Nolbo_, vit dans la misère avec sa femme et leurs nombreux enfants. Un jour, il secourt une hirondelle blessée, et, en récompense, le roi des hirondelles lui offre un pépin de courge aux pouvoirs extraordinaires. Ce don changera son destin, et celui de son frère, jusqu’à la réconciliation et le pardon final.

Cette représentation, qui mêle lecture, jeu d’acteur et musique _pansori_, offre une version originale de l’histoire du dit du bon _Heungbo_ et de son odieux frère _Nolbo_. L’orateur et traducteur Hervé Péjaudier et le comédien Benjamin Bertocchi entraînent petits et grands dans l’univers rocambolesque et symbolique de ce grand classique du folklore coréen. Leur traduction sur mesure et leur jeu qui rappelle _la commedia dell’arte_ donnent à cette fable comique une énergie nouvelle, où le merveilleux vient, _in extremis_, sauver la morale."
Atelier enfant - Diorama,"**Atelier enfant - Diorama**
----------------------------

### _Venez créer votre propre univers magique_

Dans cet atelier, vous apprendrez à créer un petit monde qui vous est propre grâce aux trésors de la Ressourcerie. Papiers colorés, illustrations, décorations, toutes ces choses n'attendent que vous pour donner vie à vos rêves les plus fous !  
\- niveau débutant - matériels fournis -

### _Infos pratiques_

De 6 à 14 ans  
Les enfants doivent obligatoirement être accompagnés d'un adulte  
Les adultes doivent également s'inscrire (gratuit)  
**LIEU**  
L'Atelier de La Ressourcerie Créative, 95 avenue du Général Leclerc, 75014 Paris  
**HORAIRES**  
Mercredi 22 avril • 14h30 - 17h00

[\> S'inscrire ici !](https://www.laressourceriecreative.com/les-ateliers-vacances-creatives)",Paris,"95, Avenue du Général Leclerc, 75014 Paris",75014,2026-04-22 12:30:00+00:00,"Evenement : Atelier enfant - Diorama. Lieu : 95, Avenue du Général Leclerc, 75014 Paris, Paris. Date : 22/04/2026. Description : **Atelier enfant - Diorama**
----------------------------

### _Venez créer votre propre univers magique_

Dans cet atelier, vous apprendrez à créer un petit monde qui vous est propre grâce aux trésors de la Ressourcerie. Papiers colorés, illustrations, décorations, toutes ces choses n'attendent que vous pour donner vie à vos rêves les plus fous !  
\- niveau débutant - matériels fournis -

### _Infos pratiques_

De 6 à 14 ans  
Les enfants doivent obligatoirement être accompagnés d'un adulte  
Les adultes doivent également s'inscrire (gratuit)  
**LIEU**  
L'Atelier de La Ressourcerie Créative, 95 avenue du Général Leclerc, 75014 Paris  
**HORAIRES**  
Mercredi 22 avril • 14h30 - 17h00

[\> S'inscrire ici !](https://www.laressourceriecreative.com/les-ateliers-vacances-creatives)"
Avant-première exceptionnelle - NOUS L'ORCHESTRE,Avant-première exceptionnelle en présence du réalisateur Philippe Béziat,Paris,"98 Bd du Montparnasse, Paris",75014,2026-04-21 18:00:00+00:00,"Evenement : Avant-première exceptionnelle - NOUS L'ORCHESTRE. Lieu : 98 Bd du Montparnasse, Paris, Paris. Date : 21/04/2026. Description : Avant-première exceptionnelle en présence du réalisateur Philippe Béziat"
"LE CHANT DES FORÊTS · Séance spéciale ""Greenpeace""",Mardi 21 avril · 20h,Paris,"170 boulevard de Magenta, Paris 10e arrondissement",75010,2026-04-21 18:00:00+00:00,"Evenement : LE CHANT DES FORÊTS · Séance spéciale ""Greenpeace"". Lieu : 170 boulevard de Magenta, Paris 10e arrondissement, Paris. Date : 21/04/2026. Description : Mardi 21 avril · 20h"
Lost in Frenchlation • 20 avril 20h00,L'oeuvre invisible - Screening with English subtitles,Paris,"13, rue Victor-Cousin, Paris",75005,2026-04-20 18:00:00+00:00,"Evenement : Lost in Frenchlation • 20 avril 20h00. Lieu : 13, rue Victor-Cousin, Paris, Paris. Date : 20/04/2026. Description : L'oeuvre invisible - Screening with English subtitles"
TIPICAO : Paris Noir Orchestra,"Bal Paris-Payot ! Avec Tipicao, le Paris Noir orchestra le Dimanche 19 avril à 17h  
Au programme :  
– 17h : Initiation danse caribéenne avec Ax’l, Compagnie DNK  
– Gourmandises salées et sucrées : Label Ka  
– 18h30 : concert live, Tipicao, le Paris noir Orchestra 10 musiciens + invités - inter-set avec Dj’Ced’

L’histoire de la Tipicao commence avec l’exposition « Paris noir » au Centre Pompidou au printemps 2025 mettant à l’honneur les artistes issu(e)s du continent africain, de sa diaspora européenne, américaine et caribéenne ayant marqué le Paris de l’entre-deux guerre aux année 2000. A cette occasion, la Maison des Mondes Africains (MansA) en collaboration avec l’artiste Jay Ramier, organise une grande soirée musicale et festive et fait pour cela appel à Marc Vorchin (Mambomania, Caribop, Mosquito) pour constituer l’orchestre d’exception qui animera ce temps fort. Le Paris Noir Orchestra etait né !

Le musique de Tipicao nous plonge dans l’effervescence des sons et des vibrations qui, depuis le bal Blomet, font la renommée des nuits parisiennes, mêlant rythmes afro-descendants, danse et mémoire collective.

Bienvenue au bal de Tipicao, là où l’on chante en créole, en français, en espagnol, là où la musique et les danses afro-diasporiques sont les principaux personnages de la grande et petite histoire du monde.",Paris,"19-21 Rue Boyer, 75020 Paris",75020,2026-04-19 15:00:00+00:00,"Evenement : TIPICAO : Paris Noir Orchestra. Lieu : 19-21 Rue Boyer, 75020 Paris, Paris. Date : 19/04/2026. Description : Bal Paris-Payot ! Avec Tipicao, le Paris Noir orchestra le Dimanche 19 avril à 17h  
Au programme :  
– 17h : Initiation danse caribéenne avec Ax’l, Compagnie DNK  
– Gourmandises salées et sucrées : Label Ka  
– 18h30 : concert live, Tipicao, le Paris noir Orchestra 10 musiciens + invités - inter-set avec Dj’Ced’

L’histoire de la Tipicao commence avec l’exposition « Paris noir » au Centre Pompidou au printemps 2025 mettant à l’honneur les artistes issu(e)s du continent africain, de sa diaspora européenne, américaine et caribéenne ayant marqué le Paris de l’entre-deux guerre aux année 2000. A cette occasion, la Maison des Mondes Africains (MansA) en collaboration avec l’artiste Jay Ramier, organise une grande soirée musicale et festive et fait pour cela appel à Marc Vorchin (Mambomania, Caribop, Mosquito) pour constituer l’orchestre d’exception qui animera ce temps fort. Le Paris Noir Orchestra etait né !

Le musique de Tipicao nous plonge dans l’effervescence des sons et des vibrations qui, depuis le bal Blomet, font la renommée des nuits parisiennes, mêlant rythmes afro-descendants, danse et mémoire collective.

Bienvenue au bal de Tipicao, là où l’on chante en créole, en français, en espagnol, là où la musique et les danses afro-diasporiques sont les principaux personnages de la grande et petite histoire du monde."
Visite-conférence : Appartements des intendants - Salons d'apparat & loggia,Suivez un guide-conférencier dans les appartements de l’Intendant et les salons d’apparat.,Paris,"2, Place de la Concorde 75008 Paris",75008,2026-04-19 14:30:00+00:00,"Evenement : Visite-conférence : Appartements des intendants - Salons d'apparat & loggia. Lieu : 2, Place de la Concorde 75008 Paris, Paris. Date : 19/04/2026. Description : Suivez un guide-conférencier dans les appartements de l’Intendant et les salons d’apparat."
Aux Royaumes de l'Enfance,"L’enfant a tout à découvrir, il s’émerveille de tout ce qu’il rencontre, nature, gens, choses… Il découvre aussi sa propre place dans tout ce monde, et doit apprendre à vivre avec les autres, ce qui crée parfois des crises, des caprices, tout cela faisant partie de son apprentissage de la vie. Et puis l’enfant est confronté à son évolution, sa croissance rapide, ses capacités qui s’accroissent chaque jour. Il veut être comme les grands, et parfois il y est forcé.  
Ce programme tente un regard sur ce monde, mais un regard de compositeurs et compositrices adultes, à travers leurs propres souvenirs, leurs relations à d’autres enfants, ou leur imaginaire. Cette capacité de créer des œuvres qui se veulent profondément enfantines nous interroge tout de même : quand s’arrête l’enfance ? quelle part de nous-même reste enfant ? sommes-nous tous des enfants pour toujours ?",Paris,2 Imp. Vandal (Paris 14e),75014,2026-04-19 14:00:00+00:00,"Evenement : Aux Royaumes de l'Enfance. Lieu : 2 Imp. Vandal (Paris 14e), Paris. Date : 19/04/2026. Description : L’enfant a tout à découvrir, il s’émerveille de tout ce qu’il rencontre, nature, gens, choses… Il découvre aussi sa propre place dans tout ce monde, et doit apprendre à vivre avec les autres, ce qui crée parfois des crises, des caprices, tout cela faisant partie de son apprentissage de la vie. Et puis l’enfant est confronté à son évolution, sa croissance rapide, ses capacités qui s’accroissent chaque jour. Il veut être comme les grands, et parfois il y est forcé.  
Ce programme tente un regard sur ce monde, mais un regard de compositeurs et compositrices adultes, à travers leurs propres souvenirs, leurs relations à d’autres enfants, ou leur imaginaire. Cette capacité de créer des œuvres qui se veulent profondément enfantines nous interroge tout de même : quand s’arrête l’enfance ? quelle part de nous-même reste enfant ? sommes-nous tous des enfants pour toujours ?"
CONCERT KIOSQUE RANELAGH,"Concert au kiosque du Jardin du Ranelagh
01 avenue Prudhon à PARIS (16ème)",PARIS,"1 Avenue Prudhon  , 75016 PARIS",75016,2026-04-19 13:00:00+00:00,"Evenement : CONCERT KIOSQUE RANELAGH. Lieu : 1 Avenue Prudhon  , 75016 PARIS, PARIS. Date : 19/04/2026. Description : Concert au kiosque du Jardin du Ranelagh
01 avenue Prudhon à PARIS (16ème)"
OUI • 18 avril,OUI de Nadav Lapid,Paris,"13, rue Victor-Cousin, Paris",75005,2026-04-18 17:00:00+00:00,"Evenement : OUI • 18 avril. Lieu : 13, rue Victor-Cousin, Paris, Paris. Date : 18/04/2026. Description : OUI de Nadav Lapid"
LA FEMME SAUMON,"Écriture **Tom Politano**  
Mise en scène **Myrtille Bordier** et **Tom Politano**  
Avec **Lucile Oza**

La Femme Saumon, c'est le récit d’une métamorphose. L’histoire d’une jeune femme percutée par un reportage télévisé sur la reproduction des saumons en haute montagne. Un vrai choc existentiel qui provoque en elle une nécessité vitale de transformation, une envie de nature brute, d’écailles et de branchies. Et la voilà qui plonge dans sa baignoire pour des siestes immergées dans l'eau glacée…  
Porté par Lucile Oza et augmenté d’une création sonore sculptant l’espace, ce seule-en-scène fait de passion et d’humour, nous raconte le cheminement d’une jeune femme pour devenir qui elle est. Prenant forme sous nos yeux, elle revendique sa propre manière d’être vivante au-delà des limites de son corps, de son genre et de son espèce.  
  
La Femme Saumon c’est une femme qui décide d’abandonner une identité non choisie pour une autre en totale adéquation avec ce qu’elle est en vérité. Faisant ainsi de son corps un terrain politique et préférant lutter pour trouver sa place chez les vivant·e·s plutôt que de s’en extraire à jamais, la métamorphose devient son seul espoir de salut. Par une prise de parole franche et incisive, elle arbore une détestation de l’espèce humaine et nous dit avec la plus grande précision pourquoi. Cette femme ne se place pas au dessus des autres, elle expose simplement un portrait d’elle même, fait d’incohérences et de paradoxes, à travers lequel nous pouvons tous nous reconnaître. Entre fable queer et réflexion écologique, La Femme Saumon nous mène à travers les méandres de sa transformation.",Bagnolet,20 rue Marie-Anne Colombier 93170 Bagnolet,75020,2026-04-18 17:30:00+00:00,"Evenement : LA FEMME SAUMON. Lieu : 20 rue Marie-Anne Colombier 93170 Bagnolet, Bagnolet. Date : 18/04/2026. Description : Écriture **Tom Politano**  
Mise en scène **Myrtille Bordier** et **Tom Politano**  
Avec **Lucile Oza**

La Femme Saumon, c'est le récit d’une métamorphose. L’histoire d’une jeune femme percutée par un reportage télévisé sur la reproduction des saumons en haute montagne. Un vrai choc existentiel qui provoque en elle une nécessité vitale de transformation, une envie de nature brute, d’écailles et de branchies. Et la voilà qui plonge dans sa baignoire pour des siestes immergées dans l'eau glacée…  
Porté par Lucile Oza et augmenté d’une création sonore sculptant l’espace, ce seule-en-scène fait de passion et d’humour, nous raconte le cheminement d’une jeune femme pour devenir qui elle est. Prenant forme sous nos yeux, elle revendique sa propre manière d’être vivante au-delà des limites de son corps, de son genre et de son espèce.  
  
La Femme Saumon c’est une femme qui décide d’abandonner une identité non choisie pour une autre en totale adéquation avec ce qu’elle est en vérité. Faisant ainsi de son corps un terrain politique et préférant lutter pour trouver sa place chez les vivant·e·s plutôt que de s’en extraire à jamais, la métamorphose devient son seul espoir de salut. Par une prise de parole franche et incisive, elle arbore une détestation de l’espèce humaine et nous dit avec la plus grande précision pourquoi. Cette femme ne se place pas au dessus des autres, elle expose simplement un portrait d’elle même, fait d’incohérences et de paradoxes, à travers lequel nous pouvons tous nous reconnaître. Entre fable queer et réflexion écologique, La Femme Saumon nous mène à travers les méandres de sa transformation."
Présentation - L'ŒUVRE INVISIBLE,Séance-événement présentée par les réalisateurs Avril Tembouret et Vladimir Rodionov,Paris,"98 Bd du Montparnasse, Paris",75014,2026-04-18 15:00:00+00:00,"Evenement : Présentation - L'ŒUVRE INVISIBLE. Lieu : 98 Bd du Montparnasse, Paris, Paris. Date : 18/04/2026. Description : Séance-événement présentée par les réalisateurs Avril Tembouret et Vladimir Rodionov"
Être au souffle | Résonances art-science - NewImages Festival 2026,"Dans le cadre du projet Résonances art-science, le cinquième axe de résonance explore les multiples dimensions du souffle à travers une collaboration avec le projet européen V|LF-Spiro3D et NewImages Festival, qui aura lieu du 7 au 12 avril à la Cité des Science et de l'Industrie. À cette occasion, des expositions et plusieurs rencontres, présentations et ateliers seront organisées.  
Le programme associé à Être au souffle s’annonce riche et se déploiera sur quatre journées – les 8, 9, 10 et 11 avril – réunissant de nombreux artistes, scientifiques, mais aussi d’autres acteurs qui travaillent sur le souffle et la réspiration. Les installations art-science resteront exposées jusqu'au 18 avril.  
Découvrez ci-dessous le programme détaillé ainsi que la présentation des intervenants qui viendront nourrir ces échanges.  
[Décrouvez les installations et le programme d'Être au souffle](https://www.e-sas.org/?lng=fr&page=177)",Paris,30 avenue Corentin Cariou - 75019 Paris,75019,2026-04-18 07:00:00+00:00,"Evenement : Être au souffle | Résonances art-science - NewImages Festival 2026. Lieu : 30 avenue Corentin Cariou - 75019 Paris, Paris. Date : 18/04/2026. Description : Dans le cadre du projet Résonances art-science, le cinquième axe de résonance explore les multiples dimensions du souffle à travers une collaboration avec le projet européen V|LF-Spiro3D et NewImages Festival, qui aura lieu du 7 au 12 avril à la Cité des Science et de l'Industrie. À cette occasion, des expositions et plusieurs rencontres, présentations et ateliers seront organisées.  
Le programme associé à Être au souffle s’annonce riche et se déploiera sur quatre journées – les 8, 9, 10 et 11 avril – réunissant de nombreux artistes, scientifiques, mais aussi d’autres acteurs qui travaillent sur le souffle et la réspiration. Les installations art-science resteront exposées jusqu'au 18 avril.  
Découvrez ci-dessous le programme détaillé ainsi que la présentation des intervenants qui viendront nourrir ces échanges.  
[Décrouvez les installations et le programme d'Être au souffle](https://www.e-sas.org/?lng=fr&page=177)"
Philippe Saire - Smoke,"[...]  Le danseur David Zagari évolue dans un dispositif scénographique singulier où la fumée, maîtrisée avec une grande précision, devient un véritable partenaire de jeu.
Cascades, nappes flottantes et nuées mouvantes composent des images puissantes, à la frontière du visible et de l’invisible. Loin d’un récit linéaire, Smoke privilégie l’expérience sensorielle et la contemplation. La pièce esquisse néanmoins une trajectoire : celle d’un individu pris entre le désir de disparaître et la nécessité de faire face, entre exposition et effacement. Peu à peu, le danseur apprivoise la fumée jusqu’à en orchestrer lui-même la disparition, dans un dialogue subtil entre présence physique et matière évanescente.

[Plus d’informations sur notre site web](https://ccsparis.com/evenements/philippe-saire-smoke/)",Paris,"32 rue des Francs-Bourgeois, Paris",75003,2026-04-18 15:00:00+00:00,"Evenement : Philippe Saire - Smoke. Lieu : 32 rue des Francs-Bourgeois, Paris, Paris. Date : 18/04/2026. Description : [...]  Le danseur David Zagari évolue dans un dispositif scénographique singulier où la fumée, maîtrisée avec une grande précision, devient un véritable partenaire de jeu.
Cascades, nappes flottantes et nuées mouvantes composent des images puissantes, à la frontière du visible et de l’invisible. Loin d’un récit linéaire, Smoke privilégie l’expérience sensorielle et la contemplation. La pièce esquisse néanmoins une trajectoire : celle d’un individu pris entre le désir de disparaître et la nécessité de faire face, entre exposition et effacement. Peu à peu, le danseur apprivoise la fumée jusqu’à en orchestrer lui-même la disparition, dans un dialogue subtil entre présence physique et matière évanescente.

[Plus d’informations sur notre site web](https://ccsparis.com/evenements/philippe-saire-smoke/)"
ALYSCE,"[](https://mothersealmusic.com)

Rive est un concert participatif porté par l’autrice-compositrice guitariste Alysce. Son travail mêle guitare, chanson, folk, et bruitages électroniques.   
Sur scène, Alysce est accompagnée par son frère Julien à la contrebasse et par Lucia à la guitare et la voix, et par une petite machine remplie des bruits de la ville. Pour la sortie de son nouvel EP Rive, elle invite des groupes à réaliser avec elle les bruitages et un podcast autour d’une question intime et de société : à quoi tu rêves ? A la Manufacture Chanson, Alysce invite un groupe d’adolescents du quartier Fontaine au Roi, avec lequel elle aura travaillé en amont le spectacle.  
Le public est aussi invité à participer pendant le concert, en chantant, ou en créant des bruitages.   
Bref c’est un concert à vivre ensemble.

[Facebook](https://www.facebook.com/alyscemusic/) [Instagram](https://instagram.com/a.l.y.s.c.e) [YouTube](https://www.youtube.com/c/AlysceMusic) [Site internet](https://linktr.ee/liens.Alysce)

Crédit photo : Nelly Dupuydenus",Paris,124 avenue de la république 75011 paris,75011,2026-04-17 18:30:00+00:00,"Evenement : ALYSCE. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 17/04/2026. Description : [](https://mothersealmusic.com)

Rive est un concert participatif porté par l’autrice-compositrice guitariste Alysce. Son travail mêle guitare, chanson, folk, et bruitages électroniques.   
Sur scène, Alysce est accompagnée par son frère Julien à la contrebasse et par Lucia à la guitare et la voix, et par une petite machine remplie des bruits de la ville. Pour la sortie de son nouvel EP Rive, elle invite des groupes à réaliser avec elle les bruitages et un podcast autour d’une question intime et de société : à quoi tu rêves ? A la Manufacture Chanson, Alysce invite un groupe d’adolescents du quartier Fontaine au Roi, avec lequel elle aura travaillé en amont le spectacle.  
Le public est aussi invité à participer pendant le concert, en chantant, ou en créant des bruitages.   
Bref c’est un concert à vivre ensemble.

[Facebook](https://www.facebook.com/alyscemusic/) [Instagram](https://instagram.com/a.l.y.s.c.e) [YouTube](https://www.youtube.com/c/AlysceMusic) [Site internet](https://linktr.ee/liens.Alysce)

Crédit photo : Nelly Dupuydenus"
Rencontres littéraires éclairs,"**En marge du festival du Livre de Paris,** [**le Centre culturel canadien s’associe à Québec Édition pour vous plonger au cœur de la création littéraire canadienne.**](https://canada-culture.org/event/rencontres-litteraires-eclairs-3/) **Sept auteurs et autrices publiés par des maisons d’édition québécoises et françaises seront présents pour une soirée de rencontres littéraires éclairs !**

**Au programme, trois tables rondes** :  
**Ce qui blesse, ce qui soigne**  
Avec la participation de :  
L’autrice française Marion Richez pour Petit pas paru en janvier 2026 aux éditions La Peuplade. Petit pas est un roman qui pénètre le corps et agit comme un baume. Un texte dont l’horizon est solidaire, une méditation politique à l’échelle d’une jeune famille.  
L’autrice québécoise Julie Benoît pour Ce qui se passe en moi aura lieu de toute façon paru aux Éditions du Quartz. Ce premier roman nous emporte tel un manège qui s’emballe au rythme des petites violences sournoises, celles qui font des ravages dans notre chair et les moindres replis de nos existences.

**Traverser le deuil, célébrer l’amitié et la vie**  
Avec la participation de :  
L’historien de l’art et essayiste québécois Benoît Jodoin pour Archives de nos amitiés imparfaites paru aux éditions Triptyque. Dans cet essai, Benoit Jodoin puise dans ses propres archives personnelles et s’adresse à un ami d’adolescence pour observer l’amitié entre hommes gays au prisme de la pensée queer. L’auteur s’engage dans sa réflexion comme on s’engage en amitié : dans le doute et la fragilité.  
La professeure, poète, traductrice et artiste de la scène québécoise Flavia Garcia pour Hermanas paru aux éditions Triptyque. Auprès d’une sœur atteinte du cancer, puis au centre de paysages époustouflants de la côte Ouest nord-américaine, Flavia Garcia plonge dans l’espace du soin, avec une poésie lumineuse faite de vers sobres et de proses foisonnantes.  
L’auteur, commissaire, chercheur et directeur littéraire québécois Nicholas Dawson pour Vida : journal de la peur paru aux éditions du remue-ménage. L’auteur tient un journal qui l’accompagnera durant les deux dernières années de la vie de sa sœur Caroline, écrivaine, brutalement emportée par le cancer. Au cœur d’une expérience de maladie et de mort, Vida redit la liberté d’une écrivaine partie trop tôt, et la force du lien qui l’unit à son frère.

**Raconter l’histoire par la fiction**  
Avec la participation de :  
L’universitaire et auteur québécois Éric Dupont pour La couleur du temps ou l’incroyable histoire de Mary Gallagher à paraître aux éditions 10/18 mars 2026. Ce roman est une saga familiale s’inspirant du meurtre réel de Mary Gallagher qui entremêle plusieurs histoires dans un Montréal du XIXe siècle, explorant les zones urbaines et rurales de l’époque, des champs de melons du mont Royal aux bas-fonds de Griffintown,  
L’auteur de bande dessinée québécois Jean-Paul Eid pour La crue paru aux éditions La Pastèque. La nouvelle vient de tomber : le dernier long métrage de Germain Cliche est finaliste pour l’Oscar du meilleur film en langue étrangère. Figure majeure du Québec moderne, son nom s’inscrit parmi ceux qui façonnent l’histoire d’une nation. Mais voilà que son nom apparaît aussi sur une autre liste… La maîtrise du récit graphique, le sens du rythme et de la mise en scène donnent à cette bande dessinée une portée à la fois intime et universelle.

**Une séance de signatures sera organisée à la suite des échanges en collaboration avec la** [**Librairie du Québec à Paris**](https://www.librairieduquebec.fr/)**.**  
_Les rencontres littéraires éclairs sont présentées par Québec Édition et le Centre culturel canadien avec l’appui de la SODEC et du gouvernement du Canada._",Paris,"130, rue du Faubourg Saint-Honoré 75008 Paris",75008,2026-04-17 18:00:00+00:00,"Evenement : Rencontres littéraires éclairs. Lieu : 130, rue du Faubourg Saint-Honoré 75008 Paris, Paris. Date : 17/04/2026. Description : **En marge du festival du Livre de Paris,** [**le Centre culturel canadien s’associe à Québec Édition pour vous plonger au cœur de la création littéraire canadienne.**](https://canada-culture.org/event/rencontres-litteraires-eclairs-3/) **Sept auteurs et autrices publiés par des maisons d’édition québécoises et françaises seront présents pour une soirée de rencontres littéraires éclairs !**

**Au programme, trois tables rondes** :  
**Ce qui blesse, ce qui soigne**  
Avec la participation de :  
L’autrice française Marion Richez pour Petit pas paru en janvier 2026 aux éditions La Peuplade. Petit pas est un roman qui pénètre le corps et agit comme un baume. Un texte dont l’horizon est solidaire, une méditation politique à l’échelle d’une jeune famille.  
L’autrice québécoise Julie Benoît pour Ce qui se passe en moi aura lieu de toute façon paru aux Éditions du Quartz. Ce premier roman nous emporte tel un manège qui s’emballe au rythme des petites violences sournoises, celles qui font des ravages dans notre chair et les moindres replis de nos existences.

**Traverser le deuil, célébrer l’amitié et la vie**  
Avec la participation de :  
L’historien de l’art et essayiste québécois Benoît Jodoin pour Archives de nos amitiés imparfaites paru aux éditions Triptyque. Dans cet essai, Benoit Jodoin puise dans ses propres archives personnelles et s’adresse à un ami d’adolescence pour observer l’amitié entre hommes gays au prisme de la pensée queer. L’auteur s’engage dans sa réflexion comme on s’engage en amitié : dans le doute et la fragilité.  
La professeure, poète, traductrice et artiste de la scène québécoise Flavia Garcia pour Hermanas paru aux éditions Triptyque. Auprès d’une sœur atteinte du cancer, puis au centre de paysages époustouflants de la côte Ouest nord-américaine, Flavia Garcia plonge dans l’espace du soin, avec une poésie lumineuse faite de vers sobres et de proses foisonnantes.  
L’auteur, commissaire, chercheur et directeur littéraire québécois Nicholas Dawson pour Vida : journal de la peur paru aux éditions du remue-ménage. L’auteur tient un journal qui l’accompagnera durant les deux dernières années de la vie de sa sœur Caroline, écrivaine, brutalement emportée par le cancer. Au cœur d’une expérience de maladie et de mort, Vida redit la liberté d’une écrivaine partie trop tôt, et la force du lien qui l’unit à son frère.

**Raconter l’histoire par la fiction**  
Avec la participation de :  
L’universitaire et auteur québécois Éric Dupont pour La couleur du temps ou l’incroyable histoire de Mary Gallagher à paraître aux éditions 10/18 mars 2026. Ce roman est une saga familiale s’inspirant du meurtre réel de Mary Gallagher qui entremêle plusieurs histoires dans un Montréal du XIXe siècle, explorant les zones urbaines et rurales de l’époque, des champs de melons du mont Royal aux bas-fonds de Griffintown,  
L’auteur de bande dessinée québécois Jean-Paul Eid pour La crue paru aux éditions La Pastèque. La nouvelle vient de tomber : le dernier long métrage de Germain Cliche est finaliste pour l’Oscar du meilleur film en langue étrangère. Figure majeure du Québec moderne, son nom s’inscrit parmi ceux qui façonnent l’histoire d’une nation. Mais voilà que son nom apparaît aussi sur une autre liste… La maîtrise du récit graphique, le sens du rythme et de la mise en scène donnent à cette bande dessinée une portée à la fois intime et universelle.

**Une séance de signatures sera organisée à la suite des échanges en collaboration avec la** [**Librairie du Québec à Paris**](https://www.librairieduquebec.fr/)**.**  
_Les rencontres littéraires éclairs sont présentées par Québec Édition et le Centre culturel canadien avec l’appui de la SODEC et du gouvernement du Canada._"
